id,date,dayoftheyear,temperature,irradiance,pressure,rainfall,windspeed,windangle,windPortion,solarPortion,renewablePortion,au-nem-nsw1-demand-energy (GWh),au-nem-nsw1-fuel_tech-solar_rooftop-energy (GWh),au-nem-nsw1-fuel_tech-wind-energy (GWh)
35,-1,0,0,5,20,3.830795359959049,5,180,0.000535870148267506,0.0007743926622493906,0.0013102628105168964,205.27361032450733,0.1589623775887392,0.11
36,-1,0,0,5,20,3.830795359959049,6,180,0.0010230248285106932,0.0007743926622493906,0.0017974174907600838,205.27361032450733,0.1589623775887392,0.21
37,-1,0,0,5,20,3.830795359959049,7,180,0.0015101795087538806,0.0007743926622493906,0.0022845721710032713,205.27361032450733,0.1589623775887392,0.31
38,-1,0,0,5,20,3.830795359959049,8,180,0.001997334188997068,0.0007743926622493906,0.0027717268512464583,205.27361032450733,0.1589623775887392,0.41
39,-1,0,0,5,20,3.830795359959049,9,180,0.0024844888692402553,0.0007743926622493906,0.0032588815314896456,205.27361032450733,0.1589623775887392,0.51
40,-1,0,0,5,20,3.830795359959049,10,180,0.0029716435494834426,0.0007743926622493906,0.003746036211732833,205.27361032450733,0.1589623775887392,0.61
41,-1,0,0,5,20,3.830795359959049,11,180,0.0034587982297266296,0.0007743926622493906,0.00423319089197602,205.27361032450733,0.1589623775887392,0.71
42,-1,0,0,5,20,3.830795359959049,12,180,0.003799806505896861,0.0007743926622493906,0.004574199168146251,205.27361032450733,0.1589623775887392,0.78
43,-1,0,0,5,20,3.830795359959049,13,180,0.0038972374419454984,0.0007743926622493906,0.004671630104194889,205.27361032450733,0.1589623775887392,0.8
44,-1,0,0,5,20,3.830795359959049,14,180,0.0038972374419454984,0.0007743926622493906,0.004671630104194889,205.27361032450733,0.1589623775887392,0.8
45,-1,0,0,5,20,3.830795359959049,15,180,0.0038972374419454984,0.0007743926622493906,0.004671630104194889,205.27361032450733,0.1589623775887392,0.8
46,-1,0,0,5,20,3.830795359959049,16,180,0.0038972374419454984,0.0007743926622493906,0.004671630104194889,205.27361032450733,0.1589623775887392,0.8
47,-1,0,0,5,20,3.830795359959049,17,180,0.0038972374419454984,0.0007743926622493906,0.004671630104194889,205.27361032450733,0.1589623775887392,0.8
48,-1,0,0,5,20,3.830795359959049,18,180,0.0038972374419454984,0.0007743926622493906,0.004671630104194889,205.27361032450733,0.1589623775887392,0.8
49,-1,0,0,5,20,3.830795359959049,19,180,0.0038972374419454984,0.0007743926622493906,0.004671630104194889,205.27361032450733,0.1589623775887392,0.8
50,-1,0,0,5,20,3.830795359959049,20,180,0.0038972374419454984,0.0007743926622493906,0.004671630104194889,205.27361032450733,0.1589623775887392,0.8
51,-1,0,0,5,20,3.830795359959049,21,180,0.0038972374419454984,0.0007743926622493906,0.004671630104194889,205.27361032450733,0.1589623775887392,0.8
52,-1,0,0,5,20,3.830795359959049,22,180,0.0038972374419454984,0.0007743926622493906,0.004671630104194889,205.27361032450733,0.1589623775887392,0.8
53,-1,0,0,5,20,3.830795359959049,23,180,0.0038972374419454984,0.0007743926622493906,0.004671630104194889,205.27361032450733,0.1589623775887392,0.8
54,-1,0,0,5,20,3.830795359959049,24,180,0.0038972374419454984,0.0007743926622493906,0.004671630104194889,205.27361032450733,0.1589623775887392,0.8
55,-1,0,0,5,20,3.830795359959049,25,180,0.0038972374419454984,0.0007743926622493906,0.004671630104194889,205.27361032450733,0.1589623775887392,0.8
56,-1,0,0,5,20,3.830795359959049,26,180,0.0038972374419454984,0.0007743926622493906,0.004671630104194889,205.27361032450733,0.1589623775887392,0.8
57,-1,0,0,5,20,3.830795359959049,27,180,0.0038972374419454984,0.0007743926622493906,0.004671630104194889,205.27361032450733,0.1589623775887392,0.8
58,-1,0,0,5,20,3.830795359959049,28,180,0.0038972374419454984,0.0007743926622493906,0.004671630104194889,205.27361032450733,0.1589623775887392,0.8
59,-1,0,0,5,20,3.830795359959049,29,180,0.0038972374419454984,0.0007743926622493906,0.004671630104194889,205.27361032450733,0.1589623775887392,0.8
60,-1,0,0,10,20,3.830795359959049,0,180,0.0,0.001490439616863272,0.001490439616863272,203.95345521061785,0.30398030964205375,0.0
61,-1,0,0,10,20,3.830795359959049,1,180,0.0,0.001490439616863272,0.001490439616863272,203.95345521061785,0.30398030964205375,0.0
62,-1,0,0,10,20,3.830795359959049,2,180,0.0,0.001490439616863272,0.001490439616863272,203.95345521061785,0.30398030964205375,0.0
63,-1,0,0,10,20,3.830795359959049,3,180,0.0,0.001490439616863272,0.001490439616863272,203.95345521061785,0.30398030964205375,0.0
64,-1,0,0,10,20,3.830795359959049,4,180,4.903079474516987e-05,0.001490439616863272,0.0015394704116084418,203.95345521061785,0.30398030964205375,0.01
65,-1,0,0,10,20,3.830795359959049,5,180,0.0005393387421968686,0.001490439616863272,0.0020297783590601404,203.95345521061785,0.30398030964205375,0.11
66,-1,0,0,10,20,3.830795359959049,6,180,0.0010296466896485672,0.001490439616863272,0.0025200863065118393,203.95345521061785,0.30398030964205375,0.21
67,-1,0,0,10,20,3.830795359959049,7,180,0.001519954637100266,0.001490439616863272,0.0030103942539635377,203.95345521061785,0.30398030964205375,0.31
68,-1,0,0,10,20,3.830795359959049,8,180,0.0020102625845519646,0.001490439616863272,0.0035007022014152366,203.95345521061785,0.30398030964205375,0.41
69,-1,0,0,10,20,3.830795359959049,9,180,0.0025005705320036635,0.001490439616863272,0.003991010148866935,203.95345521061785,0.30398030964205375,0.51
70,-1,0,0,10,20,3.830795359959049,10,180,0.002990878479455362,0.001490439616863272,0.004481318096318634,203.95345521061785,0.30398030964205375,0.61
71,-1,0,0,10,20,3.830795359959049,11,180,0.0034811864269070607,0.001490439616863272,0.004971626043770332,203.95345521061785,0.30398030964205375,0.71
72,-1,0,0,10,20,3.830795359959049,12,180,0.00382440199012325,0.001490439616863272,0.005314841606986522,203.95345521061785,0.30398030964205375,0.78
73,-1,0,0,10,20,3.830795359959049,13,180,0.00392246357961359,0.001490439616863272,0.005412903196476862,203.95345521061785,0.30398030964205375,0.8
74,-1,0,0,10,20,3.830795359959049,14,180,0.00392246357961359,0.001490439616863272,0.005412903196476862,203.95345521061785,0.30398030964205375,0.8
75,-1,0,0,10,20,3.830795359959049,15,180,0.00392246357961359,0.001490439616863272,0.005412903196476862,203.95345521061785,0.30398030964205375,0.8
76,-1,0,0,10,20,3.830795359959049,16,180,0.00392246357961359,0.001490439616863272,0.005412903196476862,203.95345521061785,0.30398030964205375,0.8
77,-1,0,0,10,20,3.830795359959049,17,180,0.00392246357961359,0.001490439616863272,0.005412903196476862,203.95345521061785,0.30398030964205375,0.8
78,-1,0,0,10,20,3.830795359959049,18,180,0.00392246357961359,0.001490439616863272,0.005412903196476862,203.95345521061785,0.30398030964205375,0.8
79,-1,0,0,10,20,3.830795359959049,19,180,0.00392246357961359,0.001490439616863272,0.005412903196476862,203.95345521061785,0.30398030964205375,0.8
80,-1,0,0,10,20,3.830795359959049,20,180,0.00392246357961359,0.001490439616863272,0.005412903196476862,203.95345521061785,0.30398030964205375,0.8
81,-1,0,0,10,20,3.830795359959049,21,180,0.00392246357961359,0.001490439616863272,0.005412903196476862,203.95345521061785,0.30398030964205375,0.8
82,-1,0,0,10,20,3.830795359959049,22,180,0.00392246357961359,0.001490439616863272,0.005412903196476862,203.95345521061785,0.30398030964205375,0.8
83,-1,0,0,10,20,3.830795359959049,23,180,0.00392246357961359,0.001490439616863272,0.005412903196476862,203.95345521061785,0.30398030964205375,0.8
