date,au.nem.nsw1.demand.energy (GWh),au.nem.nsw1.demand.market_value (AUD),au.nem.nsw1.fuel_tech.coal_black.emissions (tCO2e),au.nem.nsw1.fuel_tech.coal_black.energy (GWh),au.nem.nsw1.fuel_tech.coal_black.market_value (AUD),au.nem.nsw1.fuel_tech.distillate.emissions (tCO2e),au.nem.nsw1.fuel_tech.distillate.energy (GWh),au.nem.nsw1.fuel_tech.distillate.market_value (AUD),au.nem.nsw1.fuel_tech.exports.emissions (tCO2e),au.nem.nsw1.fuel_tech.exports.emissions_factor (tCO2e/MWh),au.nem.nsw1.fuel_tech.exports.energy (GWh),au.nem.nsw1.fuel_tech.gas_ccgt.emissions (tCO2e),au.nem.nsw1.fuel_tech.gas_ccgt.energy (GWh),au.nem.nsw1.fuel_tech.gas_ccgt.market_value (AUD),au.nem.nsw1.fuel_tech.gas_ocgt.emissions (tCO2e),au.nem.nsw1.fuel_tech.gas_ocgt.energy (GWh),au.nem.nsw1.fuel_tech.gas_ocgt.market_value (AUD),au.nem.nsw1.fuel_tech.hydro.energy (GWh),au.nem.nsw1.fuel_tech.hydro.market_value (AUD),au.nem.nsw1.fuel_tech.imports.emissions (tCO2e),au.nem.nsw1.fuel_tech.imports.emissions_factor (tCO2e/MWh),au.nem.nsw1.fuel_tech.imports.energy (GWh),au.nem.nsw1.fuel_tech.pumps.energy (GWh),au.nem.nsw1.fuel_tech.pumps.market_value (AUD),au.nem.nsw1.fuel_tech.solar_rooftop.energy (GWh),au.nem.nsw1.fuel_tech.solar_rooftop.market_value (AUD),au.nem.nsw1.fuel_tech.solar_utility.energy (GWh),au.nem.nsw1.fuel_tech.solar_utility.market_value (AUD),au.nem.nsw1.fuel_tech.wind.energy (GWh),au.nem.nsw1.fuel_tech.wind.market_value (AUD),au.nem.nsw1.temperature_max (C),au.nem.nsw1.temperature_mean (C),au.nem.nsw1.temperature_min (C),au.nem.nsw1.fuel_tech.battery_charging.energy (GWh),au.nem.nsw1.fuel_tech.battery_charging.market_value (AUD),au.nem.nsw1.fuel_tech.battery_discharging.energy (GWh),au.nem.nsw1.fuel_tech.battery_discharging.market_value (AUD),au.nem.nsw1.fuel_tech.bioenergy_biogas.emissions (tCO2e),au.nem.nsw1.fuel_tech.bioenergy_biogas.energy (GWh),au.nem.nsw1.fuel_tech.bioenergy_biogas.market_value (AUD),Normalized Rooftop Solar (GWh),Normalized Utility Solar (GWh)
21/03/2021,175.1,7073319,108415,117.3,4709142,0,0,0,769.2,0.6989,1.101,2.625,0.004467,187.3,1466,2.024,84055,4.974,199786,16760,0.8285,20.23,0,0,3.232,155928,3.167,148700,28.33,1098416,21.7,19.62,18,0.07808,7381,0.04783,5637,0,0,0,0.148478720201637,0.145492607326295
22/03/2021,189.1,12247871,108277,117.6,7167669,0,0,0,66.41,0.6958,0.09546,3.092,0.00526,351.2,4539,6.267,428473,6.938,447250,19638,0.7942,24.73,0,0,3.017,207750,1.577,107055,32,1923398,20.2,18.54,17.4,0.0653,6156,0.07271,12088,0,0,0,0.138601577613966,0.0724476923756131
23/03/2021,190.7,11971838,113969,123.8,8303310,0,0,0,670,0.6914,0.969,1137,2.527,124913,3772,5.208,389802,12.09,739795,17507,0.8231,21.27,0,0,3.642,188960,4.003,281773,22.52,1558632,20.2,18.94,17.3,0.06299,3579,0.04168,5070,0,0,0,0.167314201415335,0.183898612923005
24/03/2021,177.9,7215507,111139,120.8,4786825,0,0,0,1575,0.6936,2.271,45.52,0.07745,3879,1584,2.187,100249,4.562,200990,14374,0.8219,17.49,1.199,39881,14.47,508561,6.519,231295,28.59,1123067,29,22.83,17.8,0.05159,4084,0.01146,1105,0,0,0,0.664754666249285,0.299484151297795
25/03/2021,178.4,9032666,116435,126.6,6291012,0,0,0,558.7,0.6773,0.8249,2.222,0.00378,172.1,0,0,0,9.363,552182,12462,0.7869,15.84,2.024,60548,14.12,495573,8.79,295241,18.54,814718,28.4,21.53,17.3,0.05035,4154,0.08798,19285,0,0,0,0.648675596920518,0.403814341142447
26/03/2021,170,8367951,119656,130.1,7031216,0,0,0,739.2,0.8399,0.88,33.4,0.05683,7965,1726,2.383,197630,4.54,280627,14621,0.7518,19.45,0.3194,10998,15.89,542635,9.575,328266,4.736,257712,25.4,19.96,15.3,0.117,12863,0.1015,20544,0,0,0,0.729989747525994,0.439877396636966
27/03/2021,162.6,6527721,113995,123.9,5225969,0,0,0,704.3,0.8342,0.8443,1.946,0.003312,138.2,0,0,0,5.147,247764,10622,0.7878,13.48,2.018,64114,14.66,354849,10.26,302156,10.61,422869,28,21.27,16.6,0.1135,14295,0.07181,14489,0,0,0,0.673483303884901,0.471346432323266
28/03/2021,157.3,6344788,108472,117.9,4736346,0,0,0,133.1,0.7679,0.1734,1.814,0.003087,120.6,186.5,0.2575,12678,4.271,209006,15143,0.8321,18.2,1.985,54717,15.31,372803,11.25,305081,5.508,212576,25.8,20.66,16.9,0.1001,4617,0.09057,10939,0,0,0,0.703344432638324,0.516827228424634
29/03/2021,175.4,7429132,116804,127,5486978,0,0,0,212.7,0.6508,0.3267,42.1,0.07163,5462,1072,1.48,83277,9.521,432956,16674,0.8327,20.02,2.115,77939,15.39,572228,12.1,451495,5.564,240602,26.4,20.18,15.7,0.09474,903,0.06693,10080,0,0,0,0.707019648484899,0.555876396794495
30/03/2021,173,7732610,112560,122.1,5701497,0,0,0,110.7,0.6332,0.1749,21.27,0.0362,6420,691.5,0.9548,91867,8.257,468618,18808,0.8522,22.07,1.005,34380,14.11,447313,11.52,403037,8.179,379322,22.4,18.76,16.2,0.0924,2427,0.03265,3482,0,0,0,0.648216194939696,0.529231081906825
31/03/2021,173,6135975,122144,132.3,4670720,0,0,0,1917,0.7306,2.624,1.954,0.003325,114.3,138,0.1764,5179,4.103,171972,15757,0.8128,19.39,1.172,39880,14.69,371353,12.27,336074,7.411,268866,23.8,18.6,14.6,0.0966,11611,0.1259,22141,0,0,0,0.674861509827366,0.563686230468467
01/04/2021,176.1,6792665,117278,127.3,4789097,0,0,0,118.1,0.7147,0.1652,1.949,0.003316,120.9,108.6,0.1388,3969,3.012,125331,21768,0.8138,26.75,0.9255,30578,13.41,429994,11.6,380289,7.469,270132,27,19.54,14.6,0.09886,4895,0.08142,15527,0,0,0,0.60799426771579,0.525930910179207
02/04/2021,158.7,3907274,106743,115.5,2964122,0,0,0,1378,0.6434,2.141,1.976,0.003362,79.14,0,0,0,1.533,52455,16919,0.7773,21.77,1.44,3586,15.17,53767,11.66,66292,10.33,278601,26.9,20.49,16.3,0.08749,8047,0.08709,17610,0,0,0,0.687790681674015,0.528651242473237
03/04/2021,159.9,4323184,106395,115.1,3342634,0,0,0,5.848,0.7105,0.008232,1.956,0.003328,90.24,0,0,0,1.175,45931,19205,0.7879,24.38,1.269,17544,14.57,185119,10.94,168932,8.305,196392,26.6,20.61,16,0.1052,9621,0.09447,25929,0,0,0,0.660587358733711,0.496007254944873
04/04/2021,158.3,5425756,113019,122.4,4242705,0,0,0,869.3,0.63,1.38,1.966,0.003345,113.7,0,0,0,0.957,36451,16240,0.8862,18.33,0.5527,15427,13.5,346420,11.08,302858,6.99,218003,27,21.57,16.8,0.1265,22302,0.09178,67877,0,0,0,0.612074766156836,0.502354696964277
05/04/2021,166.2,6219593,114953,124.5,4736596,0,0,0,89.58,0.6955,0.1288,1.952,0.003321,123.9,0,0,0,4.519,187330,12290,0.8579,14.33,1.596,54077,12.67,438415,10.64,381151,12.46,462610,28.2,22.31,17.9,0.09753,9630,0.08688,16920,0,0,0,0.574443502756082,0.482405593474721
06/04/2021,183.1,7801124,131802,142.8,5931156,0,0,0,1414,0.7407,1.909,2.007,0.003415,138.9,0,0,0,2.902,134297,10981,0.8325,13.19,0,0,10.23,404745,8.981,369739,16.97,661927,26.9,22.18,19.3,0.0719,2954,0.04981,5260,0,0,0,0.46381665613218,0.407188405544781
07/04/2021,183.2,9722041,136054,147.4,7627527,0,0,0,616.5,0.7976,0.7729,2.407,0.004095,196.8,322.8,0.4457,46680,4.065,346824,11873,0.8509,13.95,0.3569,11990,10.12,430849,6.339,285236,11.8,559544,24.4,20.17,18.7,0.09878,-4201,0.05985,4054,0,0,0,0.458829380259791,0.28740310686431
08/04/2021,180.7,7677465,133096,144.3,6100399,0,0,0,394.5,0.8561,0.4608,1404,3.09,153271,473.7,0.654,36616,3.829,175062,14618,0.7942,18.41,0,0,12.41,422530,6.621,229587,4.274,181330,26.7,21.16,18.5,0.08738,-3315,0.05453,3905,0,0,0,0.562655396148617,0.300188668646253
09/04/2021,178.7,6959233,116646,126.4,5113953,0,0,0,113.8,0.7322,0.1554,1336,2.983,163134,971.4,1.341,69693,5.633,257241,14681,0.8229,17.84,0,0,11.98,319548,7.803,232298,16.91,626850,28.6,21.52,17.3,0.08214,124.9,0.0928,13359,0,0,0,0.543159681374733,0.353779214838651
10/04/2021,162.7,5003161,104142,112.7,3640389,0,0,0,1798,0.741,2.426,132.8,0.2959,15853,273.7,0.3779,15006,6.153,236743,11310,0.7837,14.43,0.6379,4166,13.25,123301,7.536,99819,23.69,644043,24.3,19.26,15.5,0.08722,3408,0.08844,14381,0,0,0,0.600740048265042,0.341673736130216
11/04/2021,157.3,3635367,98922,106.8,2772039,0,0,0,2095,0.6722,3.117,1.183,0.002013,57.87,575.8,0.795,42687,3.862,154531,7450,0.7565,9.847,0.859,-9649,15.23,-137027,8.919,-37243,30.18,624979,19.1,15.71,12.7,0.1067,8390,0.07223,11640,0,0,0,0.690511013968045,0.404377395507616
12/04/2021,173.2,9489268,110280,119.2,6328117,0,0,0,152.3,0.7488,0.2034,1235,2.731,235871,1313,1.813,173204,9.821,705249,16959,0.8721,19.45,0.1295,4249,15.97,610014,11.77,435615,8.611,359390,19.8,14.56,9.7,0.09286,5801,0.06698,13261,0,0,0,0.724061778927753,0.533638518345626
13/04/2021,175.5,8312441,113885,123.3,5859377,0,0,0,5.684,0.6386,0.008901,12.45,0.02653,1755,0,0,0,11.16,614047,16611,0.7876,21.09,0.294,11336,15.16,399138,9.178,307890,10.86,505382,22.6,15.96,10.3,0.0834,4969,0.06433,10430,0,0,0,0.687337292958343,0.416120163243514
14/04/2021,176.4,7336384,111175,120.5,5461462,0,0,0,17.31,0.5848,0.0296,1.865,0.003172,130.4,131,0.1808,9844,7.487,428436,14540,0.7829,18.57,0.4089,10575,12.44,340218,7.312,222109,22.28,871428,27.6,20.67,14.3,0.09854,5979,0.08056,10761,0,0,0,0.564015562295632,0.331517828899169
15/04/2021,175.5,7918418,113303,122.9,5447258,0,0,0,176.6,0.6813,0.2593,1.614,0.002747,117.5,392.6,0.5421,32960,8.387,413474,14426,0.8197,17.6,0.06998,2927,14.48,404941,9.281,326617,17.08,741131,26.4,20.38,16.4,0.1019,4352,0.1132,12870,0,0,0,0.656506860292665,0.420790067014933
16/04/2021,176.8,8513420,127129,138,6635837,0,0,0,1740,0.7317,2.378,35.34,0.06012,7392,469.4,0.6339,46343,8.175,411298,11789,0.8169,14.43,0.199,7226,11.83,432221,8.964,353690,8.954,427184,21.5,18.09,15.8,0.1178,9422,0.08933,19964,0,0,0,0.536358850639657,0.406417644728139
17/04/2021,175.5,11202340,118463,128.2,7791785,0,0,0,1610,0.7458,2.159,37.31,0.06349,9207,459.4,0.6343,63946,11.23,813627,14489,0.7917,18.3,0.7173,26147,5.935,246099,9.271,361315,9.82,551348,18.5,16.08,13.1,0.1009,3282,0.08989,16453,0,0,0,0.269086202751172,0.420336678299261
18/04/2021,162,11822102,113799,123.2,8391185,0,0,0,2242,0.7706,2.909,178.9,0.3043,41436,880.7,1.216,173134,9.068,857210,13528,0.7862,17.21,0.4806,22978,12.81,377921,10.57,385274,3.372,236848,22.5,15.79,11,0.1208,9120,0.09971,23919,0,0,0,0.580790944775486,0.479231872465019
19/04/2021,176.1,25511036,121231,131.2,10184349,0,0,0,837.9,0.7549,1.11,186.6,0.3176,36889,960.6,1.323,159584,9.28,938368,15398,0.7847,19.62,0,0,14.19,567312,9.406,438506,5.959,468155,23.9,17.04,11.9,0.1081,10934,0.0874,19706,0,0,0,0.643358587538185,0.426457425960829
20/04/2021,180,9694990,129154,140.1,7735669,0,0,0,1805,0.6933,2.603,593.3,1.313,116287,460.1,0.6236,72230,2.635,244442,9562,0.7751,12.34,0,0,12.07,366734,6.319,226075,19.37,1049224,22.1,17.05,11.3,0.1079,9734,0.08506,19702,0,0,0,0.547240179815778,0.286496329432966
21/04/2021,179.5,16823897,138016,149.8,14137634,0,0,0,2903,0.7614,3.813,202.5,0.3446,73260,0,0,0,2.681,589196,10299,0.7945,12.96,0.9038,34751,14.43,617444,4.641,258692,12.81,961412,20.3,16.79,13.6,0.1031,5619,0.06838,7000,0,0,0,0.654239916714307,0.21041770294325
22/04/2021,188.2,11699048,135818,147.3,8422282,0,0,0,2886,0.6852,4.212,780.8,1.743,130084,679.8,0.9385,89478,3.494,314483,9070,0.8306,10.92,3.16,114717,13.15,489885,7.95,311105,20.17,1141902,20.8,14.79,10.4,0.09819,2011,0.08729,15577,0,0,0,0.596206161108325,0.360444028959025
23/04/2021,186.5,18991373,133548,145,14346276,0,0,0,5307,0.7302,7.268,1194,2.567,390619,822.2,1.125,208102,4.52,777235,13224,0.8065,16.4,3.091,110511,13.43,595656,8.261,479942,15.95,1488027,22.8,15.17,9.3,0.08129,5139,0.07601,14433,0,0,0,0.608901045147134,0.374544418016416
24/04/2021,171.4,9216973,124528,134.8,7376320,0,0,0,5126,0.7679,6.675,1378,3.077,263163,263.1,0.3632,40988,6.982,488446,13865,0.8163,16.99,1.958,78762,13.16,390276,9.823,305482,6.069,393849,23.4,15.81,10.7,0.09942,3579,0.05817,10222,0,0,0,0.596659549823997,0.44536373540434
25/04/2021,168.8,9646349,112849,122.2,7090492,0,0,0,3352,0.8154,4.111,61.92,0.1132,9047,297.9,0.4113,50947,7.797,675570,22177,0.8034,27.6,4.801,165559,12.56,353981,10.58,309543,4.097,262174,23.1,16.19,11.3,0.0575,3776,0.06203,7528,0,0,0,0.569456226883693,0.47968526118069
26/04/2021,181.7,16078158,124693,135.6,11569283,0,0,0,1440,0.769,1.872,1496,3.199,436103,566.5,0.7822,122414,8.523,1176343,16793,0.8282,20.28,3.493,142152,12.71,587531,11.03,612875,4.008,289196,22.9,16.66,12,0.09329,3945,0.07603,14696,0,0,0,0.576257057618769,0.500087753385918
27/04/2021,182.1,17710051,127062,138.2,12766462,0,0,0,1884,0.7792,2.418,1457,3.112,451847,596.2,0.8232,147881,6.526,954656,17394,0.8122,21.42,0.1959,9245,12.3,672520,10.19,587132,4.105,331275,23.6,17.45,13.2,0.08157,5084,0.05323,10122,0,0,0,0.557668120276228,0.462003101269493
28/04/2021,182.5,17344384,124068,134.9,12144790,0,0,0,2873,0.8058,3.565,936.8,1.984,293121,560.7,0.7742,158433,4.991,654180,23872,0.7996,29.85,0.7758,30075,10.44,457305,9.472,441796,3.859,313331,22.6,17.31,14,0.08628,11230,0.08751,23221,0,0,0,0.473337819161286,0.429449791484263
29/04/2021,182.6,17803857,123644,134.4,13493726,0,0,0,807.2,0.8309,0.9715,1357,2.921,369544,736.4,1.006,192119,4.987,668205,22238,0.8338,26.67,0.6647,28232,11.95,607897,9.89,624657,3.571,330484,21.9,16.92,13,0.1066,10689,0.08362,28683,0,0,0,0.541799515227717,0.448401439799341
30/04/2021,182.2,10249627,124280,135.1,7587514,0,0,0,435.2,0.8125,0.5356,160.9,0.2797,23198,714.3,0.9862,94775,4.902,321366,17742,0.8263,21.47,0.2955,12204,10.73,468442,10.16,488410,9.691,519880,23.5,17.59,13,0.1442,28590,0.09729,29682,0,0,0,0.486486091915766,0.460642935122478
01/05/2021,174.8,6751691,103741,112.5,4318087,0,0,0,0,0,0,2.737,0.004658,175.7,377.6,0.5214,28200,3.801,159182,27825,0.8024,34.68,5.405,185762,9.775,339426,8.239,276397,14.96,545833,22.9,18.2,14.4,0.1437,11328,0.1273,26563,0,0,0,0.436144243944511,0.367610478348729
02/05/2021,168.4,7192417,112653,122,5054398,0,0,0,485.6,0.7876,0.6166,1.811,0.003082,124.9,806.4,1.113,69118,5.157,226052,17533,0.8141,21.54,2.721,91365,9.563,303835,7.501,254692,11.8,455286,23.1,18.63,14.9,0.1045,4834,0.07619,12637,0,0,0,0.42668515650551,0.334682145660131
03/05/2021,179,8660224,121999,132.2,6016348,0.01048,0.00001484,0.8455,2726,0.7398,3.684,546.2,1.185,60250,3135,4.328,196720,7.353,353006,17844,0.783,22.79,0,0,11.15,426984,7.646,301652,7.121,319172,24.5,18.34,13.9,0.1252,15130,0.09906,26268,0,0,0,0.497494457287089,0.341151804521712
04/05/2021,194.5,11033675,135171,146.7,7484215,0.7257,0.001028,46.94,258.7,0.7548,0.3427,1015,2.228,148703,878.3,1.213,91109,9.951,588521,16917,0.795,21.28,0,0,4.173,210843,4.774,237376,8.709,412441,18.3,16.01,14.6,0.1103,9021,0.1119,24120,0,0,0,0.186192320202603,0.213007940725432
05/05/2021,193.2,8084491,138498,150.2,6183093,0.01322,0.00001872,0.7387,2083,0.7115,2.928,3.016,0.005132,206.1,366.2,0.4945,23802,11.1,474477,10957,0.8535,12.84,0,0,5.251,218624,7.042,281548,14.33,592507,19.2,16.41,14.3,0.1032,13484,0.08135,21176,0,0,0,0.234290887463184,0.314202328987953
06/05/2021,190.1,12138189,128181,139.4,8874262,0.01894,0.00002682,0.8804,1013,0.7091,1.429,99,0.1684,35702,0,0,0,9.997,752220,13831,0.8423,16.42,0,0,6.743,250540,8.569,338195,16.9,980753,21.2,19.15,16.7,0.07838,5500,0.03753,7366,0,0,0,0.300861446232004,0.382334529550948
07/05/2021,183.6,14695165,134846,146.9,11145669,0,0,0,516.6,0.7948,0.65,151.7,0.2581,53697,944.9,1.286,205762,10.32,988410,11283,0.8633,13.07,0,0,8.505,367438,7.984,354261,4.421,198879,22.7,19.46,16.5,0.124,11375,0.0994,22078,0,0,0,0.379478955984457,0.356232802419742
08/05/2021,169,9294291,130920,142.6,7624584,0,0,0,2132,0.8096,2.634,109.7,0.1867,18038,0,0,0,7.362,440814,7684,0.8284,9.276,0,0,1.72,60975,6.034,224214,6.252,316718,25.9,18.98,15.1,0.1061,12071,0.1246,35619,0,0,0,0.0767435395994433,0.269227045315722
09/05/2021,168.5,7559133,130264,141.9,6336434,0,0,0,2603,0.8304,3.135,1191,2.661,149653,0,0,0,8.221,385351,6899,0.7662,9.005,0,0,5.685,226343,6.651,271529,3.169,136479,19.4,17.5,15.9,0.1529,17978,0.138,59131,0,0,0,0.253655245710951,0.296756559230173
10/05/2021,180.4,9715067,135207,147.3,8197608,0,0,0,3246,0.7114,4.564,1045,2.299,225501,293.5,0.4052,52570,6.904,514318,6521,0.7344,8.879,0,0,11.13,461697,5.485,215408,13.82,722491,24.5,18.13,13.7,0.1641,17899,0.1046,25835,0,0,0,0.496602090547561,0.244731578315667
11/05/2021,187.9,12681812,142607,155.4,10082278,0.1107,0.0001568,7.411,2667,0.7521,3.545,1293,2.819,322164,284.5,0.3929,62531,6.82,656362,9864,0.7814,12.62,0,0,7.964,333825,4.81,221160,8.616,560122,23.1,17.76,15.1,0.09948,12224,0.1066,26476,0,0,0,0.355340435680213,0.214614200856583
12/05/2021,186.4,25727876,144262,157,16175552,0.146,0.0002068,8.954,3311,0.7635,4.337,994.9,2.14,466719,0,0,0,8.607,2117624,8783,0.8171,10.75,0,0,9.595,393422,7.439,346481,4.794,389719,22.2,17.09,12.8,0.09094,8456,0.08372,19588,0,0,0,0.428112943288755,0.331915808767592
13/05/2021,185.1,8509890,141174,153.6,7037825,8.555,0.01212,430.4,4248,0.7152,5.94,1210,2.702,142092,0,0,0,7.071,361023,6166,0.8026,7.682,0,0,5.971,207521,8.37,331765,11.72,542473,24.4,17.69,13.3,0.09666,8034,0.05828,13514,0,0,0,0.266416090086207,0.37345548049264
14/05/2021,185.5,7818487,132694,143.8,5871802,0,0,0,4638,0.6857,6.764,1.307,0.002224,86.91,230,0.3176,19486,6.28,325237,8132,0.801,10.15,0,0,12.18,355794,7.265,224958,24.68,913273,20.2,15.7,12.4,0.06608,7502,0.07048,18326,0,0,0,0.543451344372802,0.324152218133695
15/05/2021,187.1,8951747,129151,139.9,6988919,0,0,0,5621,0.6662,8.436,1.124,0.001913,82.06,183.2,0.253,16859,6.738,432096,9044,0.7696,11.75,0,0,10.13,326484,8.065,311974,28.96,1313499,17.9,13.32,10.7,0.0605,9139,0.05388,13576,0,0,0,0.45198375357114,0.359846887714832
16/05/2021,184.9,8411806,129489,140.6,6073529,0.07005,0.00009922,3.974,1509,0.8055,1.873,920.3,2.056,115944,591.1,0.8161,51699,5.384,261826,11110,0.7743,14.35,0,0,12.45,373859,7.482,245215,16.15,709453,18.7,12.37,7.8,0.06477,9644,0.03179,20721,0,0,0,0.555498295356436,0.333834397257579
17/05/2021,199.8,56526390,141097,153.7,63850460,0.08906,0.0001262,9.876,2883,0.7063,4.082,1197,2.673,1812175,311.4,0.43,1226065,13.63,14301939,10047,0.7866,12.77,0,0,11.47,606974,7.873,375469,12.86,3319183,19.8,13.54,9,0.06754,10634,0.06425,15516,0,0,0,0.511772325119544,0.351280167015359
18/05/2021,202.4,105501316,146771,159.8,64844228,0.04819,0.00006825,9.276,2112,0.7482,2.822,1321,2.951,1802403,371.5,0.5129,1260704,13.66,14335769,11079,0.7977,13.89,0,0,11.69,579744,8.987,521309,5.458,1036705,20.2,13.54,8.8,0.1027,13686,0.06417,16566,0,0,0,0.521588359254356,0.400984994407091
19/05/2021,203.2,16751093,140707,153.2,13017878,0.01074,0.00001522,2.791,375,0.7264,0.5162,55.16,0.1224,6524,1543,2.112,266053,13.88,1724622,16331,0.8041,20.31,0,0,11.5,520013,8.62,462433,5.586,448842,20.6,13.75,8.5,0.1211,12143,0.1275,73437,0,0,0,0.513110875228836,0.384610064736745
20/05/2021,200.9,17692026,133991,145.8,12002469,0.00164,0.000002323,0.1272,215.2,0.69,0.3118,1.59,0.002706,214.9,1992,2.607,294687,12.79,1269927,21123,0.8345,25.31,0,0,11.01,730280,7.264,527663,7.647,570022,21.2,14.12,8.6,0.09823,5514,0.0847,18462,0,0,0,0.49124789011039,0.324107599796719
21/05/2021,209.1,82122896,140909,153.1,62277824,0.0002344,0.000000332,0.1049,305.9,0.7498,0.408,1.706,0.002903,1127,561.9,0.766,1460368,16.99,14396862,17867,0.846,21.12,0,0,6.944,669859,9.24,1957684,8.344,2404106,16.4,13.26,10.1,0.1826,16329,0.1541,47097,0,0,0,0.309829731964264,0.412273433662126
22/05/2021,186.5,14646772,131989,142.9,11465650,0.002476,0.000003508,0.8607,621.4,0.7818,0.7949,1.721,0.002928,222.1,0,0,0,8.333,937956,15811,0.8449,18.71,0,0,10.45,419604,8.746,370545,8.461,574319,21.7,13.72,9.1,0.1024,22132,0.09325,29512,0,0,0,0.466261621403595,0.390231975195774
23/05/2021,182.6,11199179,129324,140.1,8451202,0.003265,0.000004625,0.4568,165,0.8225,0.2006,1.639,0.002788,160.5,0,0,0,6.827,638765,17336,0.8844,19.6,0,0,9.56,361096,8.38,335231,7.646,417162,19.9,14.65,10.6,0.05642,26102,0.04539,52391,0,0,0,0.42655130149458,0.373901663862404
24/05/2021,197,23617343,135029,146.6,7396475,0,0,0,1226,0.7159,1.713,1.826,0.003107,152.4,0,0,0,11.75,717958,13983,0.7777,17.98,0,0,7.832,301971,7.427,346286,14.86,740371,18.5,15.27,12.9,0.07062,15341,0.04557,26569,0,0,0,0.349450815199326,0.331380388723875
25/05/2021,192.6,81200863,131974,143.1,57139906,4.685,0.006636,235.9,2010,0.7044,2.854,2.083,0.003543,1416,353.8,0.4649,62396,14.52,12809735,11153,0.7405,15.06,0.5401,19745,10.01,431620,5.369,331328,16.82,4584803,22.4,16.56,13.1,0.08748,7157,0.04848,12036,0,0,0,0.44662955313397,0.239555851226402
26/05/2021,196,17048466,133722,145.1,12019737,0,0,0,2264,0.7213,3.139,2.03,0.003453,247.9,2139,2.779,381028,9.801,940887,8733,0.7921,11.02,4.327,200550,10.55,389096,7.136,293451,23.35,1854222,22.2,17,12.7,0.1152,11335,0.1422,85274,0,0,0,0.470723455101237,0.318396452663737
27/05/2021,204.7,20272798,142191,154.2,15286811,0.08962,0.0001269,15.66,2342,0.6769,3.459,2.417,0.004112,379.7,1271,1.754,209381,13.19,1684132,8287,0.7545,10.98,3.212,149435,11.01,455838,7.83,342969,20.36,1860684,19,13.8,10,0.1247,9792,0.04155,9850,0,0,0,0.49124789011039,0.349361578525373
28/05/2021,208.3,38885683,144558,157,9387824,0.4889,0.0006926,34.29,4778,0.6712,7.119,112.7,0.1918,-18835,1854,2.398,-62842,15.46,833875,9819,0.7758,12.66,2.351,98940,11.82,593207,8.893,486770,18.91,1167034,17.1,13.16,10.1,0.0874,3482,0.1083,22301,0,0,0,0.527388743061291,0.396790870731308
29/05/2021,203.5,31102656,134268,145.6,34266948,0.2896,0.0004102,65.36,2422,0.7493,3.232,2.943,0.005006,1398,4206,5.719,2930659,16.53,6113946,17333,0.8278,20.94,0.6302,35720,9.891,716395,9.216,1149289,8.712,1274183,15,11.94,8.6,0.1928,19356,0.1263,241731,0,0,0,0.441319971033776,0.411202593574692
30/05/2021,197.7,61858712,136112,147.5,8764583,0.2111,0.000299,21.39,756.4,0.7804,0.9692,296.4,0.5044,25816,2180,2.913,32042,15,662168,16063,0.875,18.36,2.734,152968,8.564,703876,9.039,541381,5.482,380451,15.8,12.93,10.7,0.06323,5970,0.09368,19086,0,0,0,0.382111437866066,0.403305147929865
31/05/2021,205.2,51820618,139380,151,18995620,0.102,0.0001445,18.39,390.1,0.6954,0.5609,468.2,0.7967,155191,2833,3.808,701791,20.05,3196900,14717,0.7875,18.69,0.8577,57126,11.06,808936,8.588,632497,2.852,350060,20.2,13.42,9.7,0.09417,4988,0.08179,20983,0,0,0,0.493478806959211,0.3831822779535
01/06/2021,211.2,81008939,137083,148.6,19064552,100.7,0.1426,20087,339.5,0.8087,0.4198,391.1,0.6655,108024,3679,4.938,638569,18.38,2660059,20105,0.7962,25.25,0,0,8.708,712940,3.808,364046,9.747,1203510,19.8,12.78,8.6,0.1177,12618,0.08177,14140,0,0,0,0.381207553285335,0.166701695327349
02/06/2021,203.3,47047326,137838,149.4,15491312,0,0,0,1235,0.7756,1.593,2281,4.946,612036,4256,5.65,554100,14.14,1450657,18688,0.8888,21.03,0,0,9.233,804188,4.688,392692,5.089,581483,21.5,14.25,9.4,0.08323,7308,0.092,17315,0,0,0,0.404190323780833,0.205225196348375
03/06/2021,223.7,64644384,148484,161,44082023,109.9,0.1556,118986,996.1,0.8246,1.208,3895,8.439,2383638,6007,8.103,3794001,17.83,7681780,18395,0.913,20.15,0,0,2.408,548440,2.188,498658,6.808,1540992,13.3,12.39,11,0.09993,5113,0.05285,6197,0,0,0,0.105414307339353,0.0957834320840965
04/06/2021,212.7,17875821,149709,162.4,12355956,0,0,0,1312,0.7606,1.725,2737,6.073,512787,1451,1.923,191146,8.174,767026,9996,0.7891,12.67,5.072,192679,8.023,314303,4.041,181165,19.22,1331788,20.3,14.31,10.5,0.05391,3984,0.03919,5207,0,0,0,0.351220509876922,0.17690166775678
05/06/2021,202.3,13205921,146414,159,9888859,0,0,0,1370,0.7997,1.713,2815,6.275,440821,0,0,0,7.847,584854,9829,0.7045,13.95,4.48,155575,11.09,370182,7.858,257356,9.278,682780,17.7,12.43,8.6,0.06596,6912,0.07241,17416,0,0,0,0.485483666276339,0.34399735343548
